WEEK,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,BASE_PRICE,PRICE,INVENTORY
2/13/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15174.12,1249,1167.24,18
2/13/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19477.24,1249,1145.72,11
2/13/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,1199,1155.38,19
2/13/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,21,22828.26,1099,1087.06,8
2/13/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9890.1,1099,1098.9,29
2/13/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7674.12,649,639.51,8
2/13/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,226.48,29.99,28.31,10
2/20/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,14256.06,1099,1096.62,13
2/20/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,23,28186.73,1299,1225.51,6
2/20/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19930.29,1249,1172.37,13
2/20/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13247.74,1299,1204.34,0
2/20/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1199.34,649,599.67,16
2/20/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,16291.1,1199,1163.65,6
2/20/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,281,29.99,28.1,19
2/20/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,817.38,12
2/20/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,19697.22,1099,1094.29,19
2/27/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3568.12,899,892.03,2
2/27/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15740.53,1249,1210.81,16
2/27/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,304.81,29.99,27.71,15
2/27/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6654.9,1199,1109.15,15
2/27/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9517.12,649,594.82,9
2/27/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1192.04,17
2/27/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,540.17,29.99,28.43,0
2/27/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,19243.96,1099,1012.84,12
2/27/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9034.24,1249,1129.28,24
3/6/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5527.05,1199,1105.41,29
3/6/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1735.22,899,867.61,14
3/6/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,443.25,29.99,29.55,4
3/6/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5552.19,649,616.91,0
3/6/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,15,16434.15,1199,1095.61,9
3/6/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,12207.4,1249,1220.74,16
3/6/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12033.72,1099,1002.81,8
3/6/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,0,0,29.99,28.47,12
3/6/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,19504,1249,1219,18
3/13/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,11,7075.2,649,643.2,1
3/13/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7432.56,1299,1238.76,5
3/13/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5877.5,1199,1175.5,27
3/13/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8376.88,1099,1047.11,13
3/13/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10758.78,1199,1195.42,8
3/13/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,613.52,12
3/13/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,328.8,29.99,27.4,15
3/13/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8150.08,1099,1018.76,15
3/13/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,4,4695.8,1299,1173.95,14
3/20/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6419.7,1299,1283.94,4
3/20/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,9874.26,1199,1097.14,24
3/20/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,111.2,29.99,27.8,13
3/20/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,19396.16,1249,1212.26,13
3/20/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9199.68,1199,1149.96,5
3/20/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,17,21235.72,1299,1249.16,15
3/20/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15234.83,1249,1171.91,25
3/20/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,416.1,29.99,27.74,17
3/20/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10017.24,899,834.77,4
3/27/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13812.63,1099,1062.51,1
3/27/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,1,624.76,649,624.76,18
3/27/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12530.7,899,895.05,14
3/27/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18399,1299,1226.6,14
3/27/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,11191.32,1249,1243.48,11
3/27/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5473.35,1199,1094.67,19
3/27/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,482.46,29.99,28.38,15
3/27/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15695.55,1099,1046.37,18
3/27/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8226.12,1249,1175.16,21
4/3/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18137.44,1249,1133.59,20
4/3/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,368.16,29.99,28.32,19
4/3/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,24,26551.2,1199,1106.3,8
4/3/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8088.71,1199,1155.53,25
4/3/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9252.1,899,841.1,8
4/3/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7396.68,649,616.39,9
4/3/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3546.76,899,886.69,6
4/3/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15828.45,1099,1055.23,12
4/3/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,21,25207.77,1249,1200.37,4
4/10/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,255.51,29.99,28.39,13
4/10/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6770.76,1199,1128.46,14
4/10/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12584.88,899,898.92,14
4/10/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,12966.07,1099,997.39,15
4/10/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6832.64,899,854.08,11
4/10/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,19772.53,1199,1163.09,24
4/10/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,442.05,29.99,29.47,4
4/10/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,11,14245.99,1299,1295.09,9
4/10/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12661.68,1099,1055.14,5
4/17/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15731.8,1199,1123.7,18
4/17/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,18,11489.4,649,638.3,12
4/17/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,4,4895.2,1299,1223.8,13
4/17/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15558.45,1099,1037.23,14
4/17/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21333.78,1199,1185.21,14
4/17/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9428.32,899,857.12,19
4/17/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5488.3,1099,1097.66,13
4/17/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5039.34,899,839.89,2
4/17/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11279.16,1299,1253.24,5
4/24/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,20450.34,1199,1136.13,3
4/24/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,20027.87,1249,1178.11,16
4/24/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16659.5,1299,1281.5,13
4/24/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15929.9,1199,1137.85,11
4/24/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14855.4,1099,1061.1,10
4/24/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,19,16588.9,899,873.1,7
4/24/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5901.1,1299,1180.22,10
4/24/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13639.86,1099,1049.22,19
4/24/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4720.64,649,590.08,0
5/1/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12253.78,899,875.27,5
5/1/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7503.6,649,625.3,3
5/1/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,360.75,29.99,27.75,19
5/1/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,235.12,29.99,29.39,15
5/1/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5678.47,899,811.21,20
5/1/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3047.55,649,609.51,18
5/1/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,15,17631.6,1199,1175.44,16
5/1/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1670.66,899,835.33,0
5/1/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,607.72,13
5/8/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4336.95,899,867.39,15
5/8/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11538.27,1299,1282.03,23
5/8/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1080.15,1099,1080.15,15
5/8/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10002.5,1099,1000.25,6
5/8/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,10,6050.4,649,605.04,22
5/8/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11019.19,899,847.63,13
5/8/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7241.16,649,603.43,15
5/8/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9335.28,1199,1166.91,13
5/8/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,20410.75,1099,1074.25,15
5/15/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11168.17,899,859.09,22
5/15/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15490.95,1099,1032.73,2
5/15/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,527.82,29.99,27.78,16
5/15/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11586.64,899,891.28,8
5/15/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,14,18007.92,1299,1286.28,17
5/15/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,22,13493.7,649,613.35,12
5/15/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,14161.81,1099,1089.37,7
5/15/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12974.3,1299,1297.43,2
5/15/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3517.92,649,586.32,12
5/22/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,17392.76,1249,1242.34,22
5/22/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3423.81,1199,1141.27,17
5/22/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5388.84,899,898.14,22
5/22/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6584.16,899,823.02,3
5/22/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,266.31,29.99,29.59,20
5/22/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12960.42,1199,1178.22,15
5/22/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4798,1249,1199.5,14
5/22/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2532.66,1299,1266.33,11
5/22/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,115.04,29.99,28.76,7
5/29/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,22,18266.38,899,830.29,0
5/29/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,190.54,29.99,27.22,21
5/29/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2056.82,1099,1028.41,3
5/29/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6149.88,1099,1024.98,1
5/29/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,12786.51,1249,1162.41,0
5/29/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2558.1,899,852.7,17
5/29/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13945.58,1299,1267.78,17
5/29/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7302.6,649,608.55,12
5/29/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7109.97,1099,1015.71,14
6/5/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,15,19416.75,1299,1294.45,27
6/5/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,21,573.72,29.99,27.32,0
6/5/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,843.7,0
6/5/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,15,16703.85,1199,1113.59,6
6/5/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,17,20471.06,1299,1204.18,1
6/5/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,1249,1156.9,18
6/5/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,809.26,11
6/5/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3892.38,649,648.73,18
6/5/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15058.16,1199,1158.32,6
6/12/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1795.95,649,598.65,6
6/12/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3291.69,1099,1097.23,17
6/12/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,868.24,16
6/12/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,350.87,29.99,26.99,10
6/12/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6816.24,1199,1136.04,2
6/12/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1221.71,1299,1221.71,5
6/12/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10945.08,649,608.06,20
6/12/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16562.14,1249,1183.01,3
6/12/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,7166.88,1199,1194.48,1
6/19/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,0,0,29.99,27.75,13
6/19/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,15,19404.15,1299,1293.61,20
6/19/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15482.87,1199,1190.99,20
6/19/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,270,29.99,27,15
6/19/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6272.25,1299,1254.45,9
6/19/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,17,14518.68,899,854.04,9
6/19/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6037.85,899,862.55,8
6/19/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14600.6,1099,1042.9,8
6/19/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,192.71,29.99,27.53,17
6/26/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21103.92,1199,1172.44,3
6/26/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9445.26,899,858.66,22
6/26/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8326.22,1249,1189.46,24
6/26/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1040.63,1099,1040.63,19
6/26/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7096.92,649,591.41,5
6/26/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,447,29.99,29.8,12
6/26/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8510.88,1299,1215.84,23
6/26/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,7178.16,899,897.27,10
6/26/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3489,1249,1163,17
7/3/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,17380.96,1099,1086.31,11
7/3/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3762.84,649,627.14,2
7/3/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10660.95,1299,1184.55,21
7/3/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,2,2336.18,1199,1168.09,12
7/3/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,333.84,29.99,27.82,8
7/3/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7356.51,899,817.39,7
7/3/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1178.67,1199,1178.67,3
7/3/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8954.5,899,895.45,14
7/3/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,23,29777.18,1299,1294.66,15
7/10/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17461.05,1249,1164.07,13
7/10/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,362.44,29.99,27.88,3
7/10/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11485.43,1099,1044.13,14
7/10/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5897.5,899,842.5,7
7/10/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10545.03,1299,1171.67,14
7/10/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,219.04,29.99,27.38,9
7/10/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,489.09,29.99,28.77,11
7/10/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18322.95,1299,1221.53,7
7/10/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8422.8,1099,1052.85,14
7/17/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1190.46,649,595.23,11
7/17/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,85.77,29.99,28.59,13
7/17/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,16178.5,1249,1244.5,6
7/17/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13302.72,1199,1108.56,5
7/17/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,15863.36,1099,991.46,8
7/17/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,252.27,29.99,28.03,9
7/17/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,11629.38,899,830.67,4
7/17/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,318.56,29.99,28.96,11
7/17/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5983.7,649,598.37,17
7/24/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6739.81,649,612.71,15
7/24/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7307.88,1249,1217.98,10
7/24/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8885.17,1299,1269.31,15
7/24/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,252.36,29.99,28.04,9
7/24/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5833.87,899,833.41,5
7/24/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5771.3,1199,1154.26,17
7/24/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,327.36,29.99,29.76,3
7/24/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8297.94,1299,1185.42,7
7/24/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10551.3,1099,1055.13,14
7/31/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4166.19,649,595.17,13
7/31/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,12379.3,1249,1237.93,3
7/31/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,20,16400.8,899,820.04,6
7/31/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8650.48,1099,1081.31,5
7/31/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,18,22222.62,1249,1234.59,8
7/31/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,14,18089.4,1299,1292.1,0
7/31/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14382.34,1099,1027.31,14
7/31/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,20673.87,1249,1216.11,17
7/31/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,87.45,29.99,29.15,20
8/7/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,388.96,29.99,29.92,11
8/7/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5032.32,899,838.72,3
8/7/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3490.17,1249,1163.39,12
8/7/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2972.4,649,594.48,10
8/7/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,250.29,29.99,27.81,10
8/7/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4292.5,899,858.5,14
8/7/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,204.19,29.99,29.17,15
8/7/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3346.26,1199,1115.42,16
8/7/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10232.13,649,601.89,19
8/14/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,15382.5,1099,1098.75,13
8/14/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14401.92,1249,1200.16,9
8/14/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3448.83,1199,1149.61,14
8/14/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,10,6192.7,649,619.27,6
8/14/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,11998,899,857,7
8/14/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9726.4,1249,1215.8,0
8/14/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3521.32,899,880.33,1
8/14/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19924.85,1249,1172.05,16
8/14/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2924,649,584.8,27
8/21/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2597.73,899,865.91,11
8/21/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,13,7836.92,649,602.84,9
8/21/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5286.25,1099,1057.25,10
8/21/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3570,649,595,2
8/21/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5499.4,1199,1099.88,14
8/21/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5243,1099,1048.6,18
8/21/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8421.63,1299,1203.09,10
8/21/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9239.92,1249,1154.99,22
8/21/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5048.35,1099,1009.67,14
8/28/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,167.94,29.99,27.99,24
8/28/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10242.7,1099,1024.27,17
8/28/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9170.04,899,833.64,1
8/28/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1213.68,649,606.84,12
8/28/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1264.91,4
8/28/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,17945.28,1099,996.96,9
8/28/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12251.9,1299,1225.19,15
8/28/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7396.98,1249,1232.83,27
8/28/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11706.31,1099,1064.21,13
9/4/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,11125.08,1249,1236.12,10
9/4/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5607.18,649,623.02,10
9/4/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,17,16934.55,1099,996.15,16
